Type,DN,OuterDiameter,WallThickness,Radius,Length,Material,PN,Url,ImageUrl,TechnicalDrawingUrl
"Bride à collerette PN40 pour soudage orbital, EN 1092-1, Type 11, Forme D, avec rainure",21.3,95,38,,,1.4404,,https://kohler.ch/fr/produit/105015r-286-n-40,https://kohler.ch/assets/source/ac/r_286_n_f__03.png,https://kohler.ch/assets/source/64/r_286_f_r_286_n_tz__03.png
"Bride à collerette PN40 pour soudage orbital, EN 1092-1, Type 11, Forme D, avec rainure",26.9,105,40,,,1.4404,,https://kohler.ch/fr/produit/105015r-286-n-40,https://kohler.ch/assets/source/ac/r_286_n_f__03.png,https://kohler.ch/assets/source/64/r_286_f_r_286_n_tz__03.png
"Bride à collerette PN40 pour soudage orbital, EN 1092-1, Type 11, Forme D, avec rainure",33.7,115,40,,,1.4404,,https://kohler.ch/fr/produit/105015r-286-n-40,https://kohler.ch/assets/source/ac/r_286_n_f__03.png,https://kohler.ch/assets/source/64/r_286_f_r_286_n_tz__03.png
"Bride à collerette PN40 pour soudage orbital, EN 1092-1, Type 11, Forme D, avec rainure",42.4,140,42,,,1.4404,,https://kohler.ch/fr/produit/105015r-286-n-40,https://kohler.ch/assets/source/ac/r_286_n_f__03.png,https://kohler.ch/assets/source/64/r_286_f_r_286_n_tz__03.png
"Bride à collerette PN40 pour soudage orbital, EN 1092-1, Type 11, Forme D, avec rainure",48.3,150,45,,,1.4404,,https://kohler.ch/fr/produit/105015r-286-n-40,https://kohler.ch/assets/source/ac/r_286_n_f__03.png,https://kohler.ch/assets/source/64/r_286_f_r_286_n_tz__03.png
"Bride à collerette PN40 pour soudage orbital, EN 1092-1, Type 11, Forme D, avec rainure",60.3,165,48,,,1.4404,,https://kohler.ch/fr/produit/105015r-286-n-40,https://kohler.ch/assets/source/ac/r_286_n_f__03.png,https://kohler.ch/assets/source/64/r_286_f_r_286_n_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",21.3,95,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",26.9,105,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",33.7,115,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",42.4,140,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",48.3,150,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",60.3,165,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",76.1,185,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",88.9,200,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",114.3,220,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",139.7,250,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",168.3,285,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",219.1,340,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",219.1,340,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",273,395,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile en tôle emboutie PN16 (grandes dimensions, partiellement PN10) avec pièce intérieure tournante",323.9,460,,,,1.4404,,https://kohler.ch/fr/produit/105015r-358,https://kohler.ch/assets/source/ad/r_358_f__03.png,https://kohler.ch/assets/source/b5/r_358_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,340,24,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,395,26,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,445,26,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,505,30,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,565,32,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,670,38,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,340,24,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,395,26,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,445,26,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,505,30,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,565,32,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN10, EN 1092-1, Type 02, Forme A",,670,38,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-10,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,165,20,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,185,20,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,200,20,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,220,22,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,250,22,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,285,24,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,340,26,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,165,20,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,185,20,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,200,20,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,220,22,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,250,22,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,285,24,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,340,26,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN16, EN 1092-1, Type 02, Forme A",,405,29,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-16,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,90,14,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,95,14,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,105,16,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,115,16,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,140,18,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,150,18,,,1.4307,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,90,14,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,95,14,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,105,16,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,115,16,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,140,18,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride mobile PN40, EN 1092-1, Type 02, Forme A",,150,18,,,1.4404,,https://kohler.ch/fr/produit/105020r-181-40,https://kohler.ch/assets/source/04/r_181_f__03.png,https://kohler.ch/assets/source/25/r_181_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,75,14,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,100,16,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,110,16,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,125,16,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,145,16,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,160,18,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,180,18,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,210,18,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,240,18,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,340,24,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,395,26,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,445,26,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,505,30,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,565,32,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN10, EN 1092-1, Typ 02, Forme A",,670,38,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-10,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,165,20,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,185,20,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,200,20,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,220,22,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,250,22,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,285,24,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,340,26,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,405,29,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,460,32,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,520,35,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée, PN16, EN 1092-1, Typ 02, Forme A",,580,38,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-16,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée St 37-2, pour PN10-40, EN 1092-1, Type 02, Forme A",,90,14,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-40,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée St 37-2, pour PN10-40, EN 1092-1, Type 02, Forme A",,95,14,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-40,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée St 37-2, pour PN10-40, EN 1092-1, Type 02, Forme A",,105,16,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-40,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée St 37-2, pour PN10-40, EN 1092-1, Type 02, Forme A",,115,16,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-40,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée St 37-2, pour PN10-40, EN 1092-1, Type 02, Forme A",,140,18,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-40,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre zinguée St 37-2, pour PN10-40, EN 1092-1, Type 02, Forme A",,150,18,,,1.0037,,https://kohler.ch/fr/produit/105020r-191-40,https://kohler.ch/assets/source/b9/r_191_f__03.png,https://kohler.ch/assets/source/78/r_191_10_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",17.2,90,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",21.3,95,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",26.9,105,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",33.7,115,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",42.4,140,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",48.3,150,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",54,165,18,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",60.3,165,18,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",69,185,18,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",76.1,185,18,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",84,200,20,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",88.9,200,20,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",104,220,20,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",114.3,220,20,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN10, surface brillante",129,250,22,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-190,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN 10, revêtement époxy",21.3,95,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-189,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
"Bride libre en aluminium, PN 10, revêtement époxy",26.9,105,16,,,G-AlSi12Cu,,https://kohler.ch/fr/produit/105020r-189,https://kohler.ch/assets/source/62/r_190_-r_189_f__03.png,https://kohler.ch/assets/source/94/r_189_r_190_tz__03.png
